Response_ID,Farm,Latitude,Longitute,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_score
R_b2cxxSe5cNITTD8,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_jSEN6NK7P6xVxcv,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly agree,No,Somewhat agree,Don't know,Strongly disagree,0
R_17uawWgaUI1FY5Y,Farm 3,28.958691,-111.353878,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly agree,No,Strongly disagree,No,Somewhat disagree,0
R_bMJbqhji4VJZaPM,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_0SKxaouunF4imBC,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Somewhat disagree,Yes,Strongly agree,1
R_aKrgS8tYCvKWHOJ,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_8M8aOnCUoJxfnQH,Farm 3,28.958738,-111.354048,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_hv9kRANPq862WKk,Farm 3,28.95872,-111.354228,Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_e3hsgA1onQ2Sp2D,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_mt3kGuefAYC1qQk,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_9fa5QhWrjDf0gQQ,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,7,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_jvgvXTt1RVdnLoJ,Farm 3,28.958852,-111.353984,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_fBiwBoZBGG30Y4B,Farm 3,28.958823,-111.35384,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1IcrYazLwMgmAjj,Farm 3,28.958856,-111.353827,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_jDmKxhitOJPzzNE,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2bENWWxvK3u03YK,Farm 3,28.958794,-111.353488,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1AITFSgV3DsUAQg,Farm 3,28.958792,-111.353493,Seasonal OR temporary,Yes,2,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Somewhat agree,Yes,Somewhat agree,0
R_0uin40JqxG7b9Ff,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,No,1,Very satisfied,Yes,No,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_27X0nav36x3e9eT,Farm 3,28.958813,-111.353461,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_osDyUoY31aiiyDe,Farm 3,28.958758,-111.354043,Seasonal OR temporary,No,84,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,Yes,Somewhat disagree,Yes,Strongly agree,0
R_54Xkuubf3hvNsZi,Farm 3,28.958759,-111.353849,Seasonal OR temporary,Don't know,2,Very satisfied,Yes,No,Very good,Somewhat agree,No,Somewhat disagree,Yes,Strongly disagree,0
R_af1uUB0cRs1JR6m,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Don't know,0,Somewhat Satisfied,No,No,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly agree,1
R_5kuV4uYfbY77jgL,Farm 3,28.958854,-111.35408,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_cBkQtishTW9L97F,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,0
R_69ZopID3bg9uzeN,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Yes,24,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Somewhat disagree,Yes,Agree nor disagree,1
R_fy6yzeMobhEJaod,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Yes,5,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_aa1nNZ6ECFpTUpN,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Don't know,2,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_gaB3DzLc0ZcVssE,Farm 3,28.958827,-111.353706,Seasonal OR temporary,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat bad,Strongly agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_jHibdeH4uTsLYX3,Farm 3,28.95885,-111.353718,Seasonal OR temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_mTLbcMMEQcEhXaI,Farm 3,28.958576,-111.353824,Permanent,Yes,5,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_2GKNYQDRx2Tzq5p,Farm 3,28.952422,-111.346333,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,No,Very good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_20XISZvPQMvjBRl,Farm 3,28.965346,-111.350455,Seasonal OR temporary,Yes,5,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_6ybOlQjYNPKhRh4,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Somewhat disagree,Yes,Somewhat agree,1
R_jCnrTAlpGbgAx1v,Farm 3,29.14750671,-110.8930969,Permanent,No,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_3E2uBpX4kw8jT1z,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,No,Somewhat agree,0
R_5zIzbqboW7VitGq,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_mzVyquQUDg5QQhJ,Farm 3,28.965323,-111.358592,Permanent,Don't know,36,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,Strongly Agree,Yes,Strongly disagree,1
R_2PgKZ7JBsakOJ2E,Farm 3,28.965407,-111.358734,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_5gSkVFSnDmv9aal,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_nqdHHztgxuDfoGn,Farm 3,28.958842,-111.353612,Seasonal OR temporary,Don't know,2,Very satisfied,Yes,No,Very good,Strongly agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_lzxE7QL4kl5Nmob,Farm 3,28.958871,-111.353719,Permanent,Don't know,3,Very satisfied,No,Yes,Somewhat bad,Somewhat agree,No,Strongly disagree,No,Strongly disagree,1
R_g2AdMvcmGkhxquN,Farm 3,29.14750671,-110.8930969,Seasonal OR temporary,Don't know,6,Somewhat Satisfied,Don't know,No,Somewhat good,Somewhat agree,No,Somewhat disagree,Don't know,Strongly disagree,1
R_jozg9ywpjxoTEod,Farm 3,28.958887,-111.353454,Seasonal OR temporary,No,3,Somewhat Satisfied,Yes,No,Somewhat bad,Somewhat agree,No,Somewhat disagree,No,Strongly agree,0
R_1EnXPH5qlzQRRym,Farm 3,28.958829,-111.353835,Seasonal OR temporary,Don't know,1,Very satisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Strongly disagree,No,Somewhat agree,0
R_l9l0rEPbWlc6iYt,Farm 3,28.958724,-111.348826,Seasonal OR temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,1
R_iPnLfJaFvmXJHiT,Farm 3,29.12676,-110.980442,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Somewhat disagree,0
R_7rKp8S9GIltOtJ0,Farm 3,28.95237,-111.346473,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Somewhat disagree,1
R_0rZFcfU9EO34bNO,Farm 3,28.96535,-111.350548,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Don't know,Strongly disagree,1
R_2LOAWhJrYd2IGsR,Farm 3,28.9654,-111.350982,Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_47TsptZ2z2M3jNo,Farm 3,28.965374,-111.350737,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_h0ELDIicIrzJxtk,Farm 3,28.965332,-111.351219,Seasonal OR temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_o32qTvCHyc2u2oG,Farm 3,28.965311,-111.351237,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_o9ft4DubnJPbhO4,Farm 3,28.965342,-111.358919,Seasonal OR temporary,Don't know,7,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_l8w9BjSw9q2HMdu,Farm 3,28.965371,-111.358406,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly agree,1
R_n2gnBj8ur4ogyD1,Farm 3,28.96532,-111.358425,Seasonal OR temporary,Yes,10,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_ko8PIbzcBNfACOc,Farm 3,28.965359,-111.358562,Seasonal OR temporary,Yes,2,Neither satisfied nor dissatisfied,Don't know,No,Very bad,Somewhat agree,No,Somewhat disagree,Don't know,Strongly disagree,0
R_nE2qEQbDTP8uBnb,Farm 3,28.965373,-111.358589,Permanent,Don't know,18,Somewhat Satisfied,No,No,Somewhat good,Strongly agree,No,Somewhat disagree,Yes,Strongly disagree,1
R_jd8JRl55EUyO5jr,Farm 3,28.958875,-111.353657,Seasonal OR temporary,Don't know,0,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_ld0wBfVQKAxUjkH,Farm 3,28.959036,-111.353455,Permanent,No,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_88FVixS9UNDlzdN,Farm 3,28.958962,-111.353596,Seasonal OR temporary,Don't know,2,Somewhat Satisfied,Don't know,No,Neither good or bad,Strongly agree,No,Agree nor disagree,Don't know,Strongly disagree,1
R_73u9Kwrf0EnFHcb,Farm 3,28.958831,-111.353911,Seasonal OR temporary,Yes,1,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly disagree,Yes,Strongly agree,1
R_6U6MYmmrEXkyfXo,Farm 3,28.958893,-111.354029,Seasonal OR temporary,Yes,9,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_0qcleMW4STzIW8L,Farm 3,28.95891,-111.353506,Seasonal OR temporary,Don't know,3,Somewhat Satisfied,No,Yes,Neither good or bad,Somewhat agree,No,Somewhat disagree,Yes,Somewhat disagree,0
R_eH2hZ0zw2wNEg7u,Farm 3,28.960589,-111.350032,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly agree,1
R_kPzGqeMs5JQPKa1,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_6ejOzovzgcTcpwc,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Agree nor disagree,1
R_h8ulEQLzrJUdJi9,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,16,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,Strongly Agree,Yes,Somewhat agree,1
R_b3obeWdVhzZt8fq,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,1
R_b3UiqwLfk5fwISx,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_8O30Hv9XBYgsC8Q,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_jd55iFeqPdROQU3,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_7gpOLsEzCTzvpAH,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_82mhEtaB7ewbEhd,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Agree nor disagree,1
R_e6y5myCzDKqA6iA,Farm 3,28.958963,-111.353963,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,1
R_38zI7adaDetiW3x,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1DgC75OWQesXNe7,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_eXd7lJ5pHh47enZ,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_7VcLyeU1ciFjnYz,Farm 3,29.09820557,-110.9748993,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_bvcTWOgbwo9G93J,Farm 3,28.958884,-111.35384,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_o92QygMtNsvKMaj,Farm 3,28.960132,-111.354886,Seasonal OR temporary,Yes,2,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_lWiXIgL0xaS2SDy,Farm 3,28.963143,-111.355697,Permanent,Don't know,0,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_1jsJn0d91fS10lc,Farm 3,28.963087,-111.355924,Seasonal OR temporary,No,1,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_1OGH4XFEyQBxvlI,Farm 3,28.963156,-111.355974,Seasonal OR temporary,Yes,2,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,Agree nor disagree,Yes,Strongly agree,1
R_1CLvlrs6VsynSXZ,Farm 3,28.963224,-111.35615,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,Agree nor disagree,No,Somewhat disagree,1
R_d2A4UMFmBSRZK2P,Farm 3,28.963158,-111.355403,Permanent,Yes,96,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,No,Strongly disagree,1
R_byvJsQxqpbZ5Qwy,Farm 3,28.965385,-111.356306,Seasonal OR temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_1fNF9pQ32nnNGd5,Farm 3,28.965546,-111.356234,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly disagree,Don't know,Strongly disagree,1
R_iy2hWkaGoF1QPYH,Farm 3,28.965318,-111.356323,Seasonal OR temporary,Yes,6,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly agree,No,Strongly disagree,Yes,Strongly agree,1
R_h72ROttKFOgMXdp,Farm 3,28.965341,-111.356469,Seasonal OR temporary,Yes,4,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly disagree,Yes,Strongly disagree,1
R_7fEO47UrBBmLSlq,Farm 3,28.965462,-111.356401,Seasonal OR temporary,Yes,3,Very satisfied,Yes,No,Somewhat good,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,1
R_51ltUr1flpDZLKX,Farm 3,28.963142,-111.355216,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_eXFzAo2u5nfFm7m,Farm 3,28.961839,-111.354702,Seasonal OR temporary,Yes,11,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Yes,Strongly disagree,1
R_e70UBnbygVCpm5N,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_6PT8pqBNchXGg8l,Farm 3,28.961836,-111.354691,Seasonal OR temporary,Don't know,7,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,Yes,Strongly disagree,Yes,Strongly disagree,1
R_haJFoBboHnMhwY2,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_8XGFDG21wfltbCH,Farm 3,28.961916,-111.354711,Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly disagree,Don't know,Somewhat agree,1
R_i3Qt9xUprUX9hYo,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Don't know,3,Very satisfied,No,No,Neither good or bad,Strongly agree,No,Strongly Agree,Don't know,Strongly agree,1
R_5xHk0s3XIQlLo7Y,Farm 3,28.84109497,-111.0402985,Permanent,Yes,1,Very satisfied,No,Yes,Very good,Strongly agree,Yes,Somewhat agree,Yes,Strongly agree,0
R_ld5hP8elttL3mxm,Farm 3,28.96534,-111.356472,Seasonal OR temporary,No,7,Very satisfied,No,No,Very good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,0
R_569NTZHodJ86erM,Farm 3,28.84109497,-111.0402985,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,Yes,Somewhat disagree,Yes,Somewhat agree,0
R_6UPfcjHpoBlAGEt,Farm 3,28.965341,-111.356215,Seasonal OR temporary,Don't know,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Somewhat agree,Yes,Strongly disagree,1
R_o2mlCeU8roOUbPY,Farm 3,28.84109497,-111.0402985,Permanent,Don't know,96,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly disagree,Yes,Somewhat agree,1
R_nN0JGPFLxmWzPNc,Farm 3,28.965363,-111.356367,Seasonal OR temporary,Yes,2,Very satisfied,No,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,1
R_19GWnfBsied4svT,Farm 3,28.961945,-111.35475,Permanent,Yes,72,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,1
R_jjLzIancMLGBhzE,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ahQBrJCt0AbwbCu,Farm 3,28.962236,-111.354208,Seasonal OR temporary,No,3,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat agree,0
R_2wpMxWbxGAWnab3,Farm 3,28.962145,-111.354629,Seasonal OR temporary,Yes,2,Somewhat Satisfied,Don't know,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Don't know,Strongly disagree,1
R_mPREE5jj7fQ82Jv,Farm 3,28.962054,-111.354567,Seasonal OR temporary,Yes,4,Very satisfied,Don't know,Yes,Somewhat good,Strongly agree,No,Strongly disagree,Yes,Strongly disagree,1
R_8pEqM5GNNzoSKnV,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly disagree,Don't know,Strongly disagree,1
R_nQmXtGDjLQchSAB,Farm 3,28.962152,-111.354563,Seasonal OR temporary,Don't know,2,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Don't know,Strongly disagree,1
R_5dXzvMzzVMccjaN,Farm 3,28.938261,-111.335987,Seasonal OR temporary,Yes,15,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_eHe4Mt844ctvhaV,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,24,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_fhZhlOJ6IaPi8tQ,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_5AgvSu7fZgpSVxp,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_4jMmkTt8nTYmj6o,Farm 3,28.963186,-111.35642,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_nW9QRjKsFJjGVo4,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_3uQ5IMPpBdxfoiA,Farm 3,28.958808,-111.354094,Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,Strongly Agree,No,Strongly disagree,1
R_lSgzfdtDUebxWGx,Farm 3,28.958783,-111.354013,Seasonal OR temporary,Yes,3,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,1
R_1h86388rnNTjElp,Farm 3,28.958873,-111.353732,Seasonal OR temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_hEbdA9AbgG61PrS,Farm 3,28.958839,-111.353687,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_fpofeoyO1GAVXEl,Farm 3,28.958815,-111.353625,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_bBnzwIdTB8OfUBr,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,1
R_lnYSOGii3zyj24i,Farm 3,28.958837,-111.353752,Seasonal OR temporary,Yes,2,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_l54gagCWxh4xW8e,Farm 3,28.958655,-111.354179,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_ooXppP5n89KYOBd,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,Strongly Agree,Yes,Somewhat disagree,1
R_cqOQDkRQSdHSJfq,Farm 3,28.95871,-111.354148,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Yes,Strongly disagree,1
R_cVbu8FmoFJoxH9X,Farm 3,28.961402,-111.350225,Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,Strongly Agree,Don't know,Strongly disagree,1
R_9EjYnBcJMHANytb,Farm 3,28.84109497,-111.0402985,Seasonal OR temporary,Yes,4,Very satisfied,Yes,No,Very good,Strongly agree,No,Strongly Agree,No,Strongly disagree,1
