Survey Number,Response ID,ch_account_name,gender_core,gender_core,age_core,education_level_core,education_level_core,worker_type_core,worker_type_core,understand_contract,understand_contract,entity_tenure - Years,entity_tenure - Months,total_tenure_months,workplace_satis_core,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,conditions_rate_core,safety_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,pressure_to_work_core,factory_recommend_tf_core
Survey 1,R_0LAncdqCcM1GOms,Farm 2,Woman,1,25,Elementary School,Elementary School,Permanent,1,Yes,0,,27,27,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_6S0jQgtOe3KT8cE,Farm 2,Man,0,20,High School,High School,Permanent,1,Yes,0,,17,17,Very satisfied,4,Yes,Yes,Very good,4,Somewhat agree,3,No,,,,,,,
Survey 1,R_75CrCSorVgend8j,Farm 2,Woman,1,21,Elementary School,Elementary School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_oRVuU1GrXQ6qQhg,Farm 2,Woman,1,46,Elementary School,Elementary School,Permanent,1,Yes,0,,5,5,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_kbHybxJ3z6q5bHl,Farm 2,Man,0,43,Elementary School,Elementary School,Permanent,1,Yes,0,,16,16,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_jhdk8dZl4ZUW9nf,Farm 2,Man,0,25,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_2A5KCH8euLqi2Fr,Farm 2,Woman,1,36,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,72,72,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat bad,1,Somewhat disagree,1,No,,,,,,,
Survey 1,R_1ul8Yp9rYqF4pcv,Farm 2,Man,0,25,Elementary School,Elementary School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_dIhsSnWQ9mn5k64,Farm 2,Man,0,22,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,Yes,Refused,,,,,,
Survey 1,R_6twwMY3N0cgMd9D,Farm 2,Man,0,40,Elementary School,Elementary School,Permanent,1,Yes,0,,36,36,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_fkIrCukqzkXDvjQ,Farm 2,Man,0,21,High School,High School,Permanent,1,Yes,0,,16,16,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_mDBlqe05PwFmwN4,Farm 2,Man,0,43,Middle School,Middle School,Permanent,1,Yes,0,,10,10,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_gpkCcrslP7K9ff5,Farm 2,Man,0,27,Middle School,Middle School,Permanent,1,Yes,0,,22,22,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_izBhm42tbwR6v5p,Farm 2,Woman,1,52,Elementary School,Elementary School,Permanent,1,Yes,0,,24,24,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_eKGey7dHy9cYJj0,Farm 2,Man,0,39,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_g0p5wApWzgH654W,Farm 2,Woman,1,41,Elementary School,Elementary School,Permanent,1,Yes,0,,252,252,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Somewhat agree,3,Yes,Don't Know,,,,,,
Survey 1,R_4xgYsqaTSsrXpmU,Farm 2,Man,0,24,Middle School,Middle School,Permanent,1,Yes,0,,16,16,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_42ICQJkMHkkxdez,Farm 2,Woman,1,47,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,276,276,Somewhat dissatisfied,1,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_dilRcilnBc9qXsz,Farm 2,Woman,1,28,High School,High School,Permanent,1,Yes,0,,5,5,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_9Kebe9KmVVyNQPQ,Farm 2,Man,0,42,Middle School,Middle School,Permanent,1,Yes,0,,96,96,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_kQx45WccwSZCbB6,Farm 2,Man,0,42,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_hj6yPkJPwXSp4de,Farm 2,Woman,1,19,Middle School,Middle School,Permanent,1,Yes,0,,10,10,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_jFzYVDsmNa6zX5I,Farm 2,Woman,1,23,High School,High School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_79VWK1U2Gky72MP,Farm 2,Woman,1,55,Elementary School,Elementary School,Permanent,1,No,1,,36,36,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,Yes,2 occasions,,,,,,
Survey 1,R_4XAV4ItYlRqaz9r,Farm 2,Woman,1,21,High School,High School,Permanent,1,Yes,0,,2,2,Neither satisfied nor dissatisfied,2,Yes,No,Very good,4,Agree nor disagree,2,No,,,,,,,
Survey 1,R_cvQU0Sd0GdT1mTG,Farm 2,Woman,1,21,Middle School,Middle School,Temporary,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_4M7VmwvqZJtRR9t,Farm 2,Woman,1,31,Elementary School,Elementary School,Permanent,1,Yes,0,,12,12,Neither satisfied nor dissatisfied,2,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_iAdecBFvAwWYmoD,Farm 2,Woman,1,25,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_oeLO3yyOQov4sg7,Farm 2,Woman,1,38,Elementary School,Elementary School,Permanent,1,Yes,0,,96,96,Neither satisfied nor dissatisfied,2,Refused,No,Neither good or bad,2,Somewhat agree,3,No,,,,,,,
Survey 1,R_03rzmEN69w1UC7j,Farm 2,Man,0,19,High School,High School,Permanent,1,Yes,0,,2,2,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_hRX728Wgbq2CwuL,Farm 2,Woman,1,23,Middle School,Middle School,Permanent,1,Yes,0,,90,90,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_hssK6AvySEooWX0,Farm 2,Man,0,21,Middle School,Middle School,Permanent,1,Yes,0,,3,3,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_a0ILTWXHdujH9HE,Farm 2,Man,0,20,Middle School,Middle School,Temporary,1,Yes,0,,3,3,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_2F7wwKQx7KXnWvR,Farm 2,Woman,1,32,Middle School,Middle School,Temporary,1,Yes,0,,1,1,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_9WQNmUXp3gHlTeC,Farm 2,Woman,1,25,Elementary School,Elementary School,Temporary,1,Yes,0,,2,2,Very satisfied,4,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_1wkseJNY1iml3Yz,Farm 2,Woman,1,40,Middle School,Middle School,Temporary,1,Yes,0,,5,5,Neither satisfied nor dissatisfied,2,Refused,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_6Jg6bZO2b2lzN33,Farm 2,Woman,1,22,Middle School,Middle School,Permanent,1,Yes,0,,72,72,Very satisfied,4,Don't know,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_cEqkpiHMzj2rQ6F,Farm 2,Woman,1,25,Middle School,Middle School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_escwb4R3RUPFcGO,Farm 2,Woman,1,20,Middle School,Middle School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_1DbQJZiQF1mayFE,Farm 2,Man,0,20,Middle School,Middle School,Permanent,1,Yes,0,,9,9,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_9KxyBa8v6wj1Qy6,Farm 2,Man,0,40,Middle School,Middle School,Temporary,1,Yes,0,,3,3,Somewhat Satisfied,3,Don't know,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_06y35WwNTPi2Fvc,Farm 2,Woman,1,26,High School,High School,Permanent,1,Yes,0,,7,7,Very satisfied,4,Yes,Don't know,Somewhat good,3,Somewhat agree,3,Yes,1 occasion,,,,,,
Survey 1,R_bGhR1Wh8fLiyQxO,Farm 2,Man,0,25,High School,High School,Permanent,1,Yes,0,,2,2,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_88IiXTrUqoRJ0XC,Farm 2,Woman,1,28,Middle School,Middle School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_ff7qET4vNApuZZi,Farm 2,Woman,1,25,High School,High School,Permanent,1,Yes,0,,36,36,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_leVaTrvOb1SMH7M,Farm 2,Woman,1,38,High School,High School,Permanent,1,Yes,0,,6,6,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_e208TuXaHsVH6AP,Farm 2,Woman,1,40,High School,High School,Permanent,1,Yes,0,,6,6,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_nrx6UMqajZTUAzb,Farm 2,Woman,1,49,Elementary School,Elementary School,Permanent,1,Yes,0,,14,14,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_16EhOEZSChlStXr,Farm 2,Man,0,19,High School,High School,Temporary,1,Yes,0,,6,6,Very satisfied,4,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_lq80kwIlH623scL,Farm 2,Woman,1,39,Elementary School,Elementary School,Permanent,1,Yes,0,,11,11,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_7F9l9in4oW85IFK,Farm 2,Woman,1,40,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,60,60,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_iJvF1uHjJUb3HPg,Farm 2,Man,0,22,High School,High School,Temporary,1,Yes,0,,2,2,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_1sDK3HZ4uJiHtjn,Farm 2,Man,0,22,High School,High School,Permanent,1,Yes,0,,4,4,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_3j5wL2x1z3AdxRr,Farm 2,Man,0,40,Elementary School,Elementary School,Temporary,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,,,,,,
Survey 1,R_kG8FsgMfRaTX8Yx,Farm 2,Woman,1,45,Elementary School,Elementary School,Permanent,1,Yes,0,,5,5,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_ntGBr8rChkktivD,Farm 2,Man,0,38,Middle School,Middle School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_g5EG8BY52aXxaFu,Farm 2,Man,0,31,Elementary School,Elementary School,Permanent,1,Yes,0,,17,17,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_4bkHm64iGWNwzmw,Farm 2,Woman,1,43,Elementary School,Elementary School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_heMTk5VaTnPgjDd,Farm 2,Woman,1,22,Middle School,Middle School,Permanent,1,Yes,0,,24,24,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_oggWg2ehb9iAcyw,Farm 2,Man,0,18,Elementary School,Elementary School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat disagree,1,No,,,,,,,
Survey 1,R_kJrtWZH1fUmRXvi,Farm 2,Woman,1,29,No school,No school,Permanent,1,Yes,0,,2,2,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_lynVGzvyNZz3Zno,Farm 2,Woman,1,25,Elementary School,Elementary School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Don't know,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_5rPMlUkiR8AU99d,Farm 2,Man,0,24,Elementary School,Elementary School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_0Zsvuvbbl9VnaFh,Farm 2,Man,0,16,Middle School,Middle School,Temporary,1,Yes,0,,10,10,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly disagree,0,No,,,,,,,
Survey 1,R_i88RLdMpZN7bksh,Farm 2,Man,0,26,Middle School,Middle School,Permanent,1,Yes,0,,3,3,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_7TcZif6I5sOkeBr,Farm 2,Man,0,21,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_0blKAexAlJNl0LZ,Farm 2,Man,0,18,Elementary School,Elementary School,Permanent,1,Yes,0,,13,13,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_07glpjG43cQNsuS,Farm 2,Man,0,28,Elementary School,Elementary School,Permanent,1,Yes,0,,34,34,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_eYUpOI8s5KPFt8k,Farm 2,Man,0,27,Elementary School,Elementary School,Permanent,1,Yes,0,,60,60,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_nRtL4w8l4R8XwcM,Farm 2,Man,0,35,High School,High School,Permanent,1,Yes,0,,180,180,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_3Nsl855oKTt80AN,Farm 2,Man,0,37,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,36,36,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_27ZVJKHImsX8ZmZ,Farm 2,Man,0,47,Elementary School,Elementary School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,No,Very good,4,Agree nor disagree,2,No,,,,,,,
Survey 1,R_aULKjnc0yFcoKet,Farm 2,Man,0,44,No school,No school,Permanent,1,Yes,0,,72,72,Neither satisfied nor dissatisfied,2,Don't know,No,Somewhat bad,1,Agree nor disagree,2,Yes,1 occasion,,,,,,
Survey 1,R_5uVCHdYztGUY2yV,Farm 2,Woman,1,22,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_1jWbF51IB7NCxjP,Farm 2,Woman,1,39,Middle School,Middle School,Permanent,1,No,1,,3,3,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat bad,1,Strongly Agree,4,No,,,,,,,
Survey 1,R_1tDpr7eQeyHRTcB,Farm 2,Man,0,19,High School,High School,Permanent,1,Yes,0,,10,10,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,,,,,,
Survey 1,R_3HS9uzD1aV7bBLx,Farm 2,Man,0,23,High School,High School,Permanent,1,Yes,0,,1,1,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_aXA5Xz9KltHNRXL,Farm 2,Man,0,18,Middle School,Middle School,Permanent,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_aUggj6VEpHerSOR,Farm 2,Man,0,32,High School,High School,Permanent,1,Yes,0,,84,84,Very satisfied,4,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_caSKUWZljXFZAMl,Farm 2,Man,0,38,Elementary School,Elementary School,Permanent,1,Yes,0,,16,16,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,,,,,,
Survey 1,R_9lWCSrRSqu4PB1l,Farm 2,Man,0,29,Middle School,Middle School,Permanent,1,Yes,0,,1,1,Somewhat Satisfied,3,Yes,Don't know,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_2PgQag0X6kMKVK4,Farm 2,Man,0,19,High School,High School,Permanent,1,Yes,0,,3,3,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,,,,,,
Survey 1,R_3GCunS3c5DaND4y,Farm 2,Man,0,27,Elementary School,Elementary School,Permanent,1,Yes,0,,12,12,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Somewhat disagree,1,No,,,,,,,
Survey 1,R_5KPNv9yzusaPoHm,Farm 2,Woman,1,21,Middle School,Middle School,Permanent,1,Yes,0,,3,3,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_bolqCA8pvZea9HC,Farm 2,Woman,1,38,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_9q8fPzKbULozcgP,Farm 2,Woman,1,22,High School,High School,Permanent,1,Yes,0,,24,24,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_ijDNo4UXCU96ZkZ,Farm 2,Man,0,31,Elementary School,Elementary School,Permanent,1,Yes,0,,84,84,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat agree,3,No,,,,,,,
Survey 1,R_jKJvI1WuWqfBDtW,Farm 2,Man,0,19,High School,High School,Permanent,1,Yes,0,,12,12,Very satisfied,4,Don't know,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_leeEAZxX3p6zYEu,Farm 2,Woman,1,33,Middle School,Middle School,Permanent,1,Don't know,Don't know,,60,60,Somewhat Satisfied,3,Yes,No,Neither good or bad,2,Somewhat agree,3,No,,,,,,,
Survey 1,R_faIhd3N9EDNm75P,Farm 2,Woman,1,32,Elementary School,Elementary School,Permanent,1,Yes,0,,48,48,Very satisfied,4,Yes,Yes,Somewhat good,3,Somewhat disagree,1,No,,,,,,,
Survey 1,R_g5TeCV5TBFFWDPR,Farm 2,Woman,1,38,Middle School,Middle School,Permanent,1,Yes,0,,6,6,Neither satisfied nor dissatisfied,2,Yes,Yes,Very good,4,Somewhat disagree,1,No,,,,,,,
Survey 1,R_euWo9PxYoPifdqr,Farm 2,Woman,1,41,Elementary School,Elementary School,Permanent,1,Yes,0,,7,7,Very satisfied,4,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_7xTwDuqFQQ7CFjP,Farm 2,Man,0,40,Elementary School,Elementary School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_6vFhosQPa9s1Nzv,Farm 2,Woman,1,57,Middle School,Middle School,Permanent,1,Yes,0,,13,13,Neither satisfied nor dissatisfied,2,Yes,Yes,Neither good or bad,2,Somewhat agree,3,Yes,1 occasion,,,,,,
Survey 1,R_c4IfK3xfvkyIfFo,Farm 2,Woman,1,39,Middle School,Middle School,Permanent,1,Yes,0,,12,12,Neither satisfied nor dissatisfied,2,No,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_1xVm9UGy4yXYfsw,Farm 2,Woman,1,30,Middle School,Middle School,Permanent,1,Yes,0,,3,3,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_nMsNoV2QAhNgl9k,Farm 2,Woman,1,20,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_c6AlNIUBCZ4eKYz,Farm 2,Woman,1,30,Elementary School,Elementary School,Permanent,1,Yes,0,,6,6,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,Yes,1 occasion,,,,,,
Survey 1,R_7AKOGncxfaxkNav,Farm 2,Woman,1,34,Elementary School,Elementary School,Permanent,1,Yes,0,,1,1,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_9k1O6c2UbHHnOTT,Farm 2,Woman,1,27,Elementary School,Elementary School,Permanent,1,Yes,0,,27,27,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_oUePGdQ47BmKY2E,Farm 2,Woman,1,45,No school,No school,Permanent,1,Yes,0,,27,27,Somewhat Satisfied,3,Yes,Yes,Neither good or bad,2,Somewhat agree,3,No,,,,,,,
Survey 1,R_c2PqF1dFuGfBEFz,Farm 2,Woman,1,19,Middle School,Middle School,Permanent,1,Yes,0,,2,2,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_obBoG2rh8DF85Ph,Farm 2,Woman,1,22,Middle School,Middle School,Permanent,1,Don't know,Don't know,,4,4,Somewhat Satisfied,3,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_dKirrPhLzlur7wJ,Farm 2,Man,0,43,Middle School,Middle School,Permanent,1,Yes,0,,11,11,Very satisfied,4,Yes,Don't know,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_8WHgF5s0lDHta0F,Farm 2,Man,0,43,Elementary School,Elementary School,Permanent,1,Don't know,Don't know,,14,14,Very satisfied,4,Yes,Yes,Very good,4,Somewhat agree,3,No,,,,,,,
Survey 1,R_2bTZeix9FPChNNi,Farm 2,Man,0,18,Middle School,Middle School,Permanent,1,Yes,0,,14,14,Very satisfied,4,Yes,Yes,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_8b0V7a1DuipWMy7,Farm 2,Man,0,23,High School,High School,Permanent,1,Yes,0,,6,6,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_byZbQTjs7zlZ2sW,Farm 2,Man,0,33,Elementary School,Elementary School,Permanent,1,Yes,0,,3,3,Somewhat Satisfied,3,Yes,Don't know,Somewhat good,3,Somewhat agree,3,No,,,,,,,
Survey 1,R_hxE24iJ6dOIFSDQ,Farm 2,Woman,1,27,Middle School,Middle School,Don't know,Don't know,Yes,0,,4,4,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_nosVzAoOAN33ttH,Farm 2,Man,0,49,Middle School,Middle School,Permanent,1,Yes,0,,12,12,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_4OvLymvK6s5TmDj,Farm 2,Woman,1,37,Middle School,Middle School,Don't know,Don't know,Yes,0,,4,4,Somewhat dissatisfied,1,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_gyL02Q41kzNOZoY,Farm 2,Woman,1,32,No school,No school,Permanent,1,Yes,0,,7,7,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_h2g14TfkDddt7fn,Farm 2,Woman,1,44,Elementary School,Elementary School,Don't know,Don't know,Yes,0,,18,18,Neither satisfied nor dissatisfied,2,Don't know,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
Survey 1,R_nN5ujTJEkFkkp9y,Farm 2,Woman,1,30,Middle School,Middle School,Don't know,Don't know,Yes,0,,4,4,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_7X7r2wyhtlfRRcb,Farm 2,Woman,1,36,Middle School,Middle School,Permanent,1,Yes,0,,5,5,Neither satisfied nor dissatisfied,2,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_oPJ5YKBTDNU4v5l,Farm 2,Woman,1,24,Middle School,Middle School,Don't know,Don't know,Yes,0,,9,9,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,Yes,1 occasion,,,,,,
Survey 1,R_agqBtPOfL0CG4gD,Farm 2,Man,0,54,No school,No school,Don't know,Don't know,Yes,0,,12,12,Somewhat Satisfied,3,Yes,No,Very good,4,Strongly Agree,4,No,,,,,,,
Survey 1,R_ebXF0OXBwB21VvD,Farm 2,Woman,1,45,Elementary School,Elementary School,Temporary,1,Yes,0,,1,1,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_86YDe2xPS5xRrLS,Farm 2,Woman,1,39,Middle School,Middle School,Permanent,1,Yes,0,,3,3,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_kaTYhzl04w9xN0n,Farm 2,Woman,1,31,Middle School,Middle School,Permanent,1,Yes,0,,4,4,Somewhat Satisfied,3,Yes,No,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_l2DS0K36HDc34tF,Farm 2,Man,0,37,Middle School,Middle School,Permanent,1,Yes,0,,7,7,Neither satisfied nor dissatisfied,2,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_0z6g3RFauFUWstw,Farm 2,Man,0,25,Middle School,Middle School,Temporary,1,Yes,0,,1,1,Somewhat Satisfied,3,Yes,Yes,Somewhat good,3,Strongly Agree,4,No,,,,,,,
Survey 1,R_j09GpO2c8NeRUCr,Farm 2,Man,0,38,No school,No school,Permanent,1,Yes,0,,9,9,Neither satisfied nor dissatisfied,2,Yes,No,Neither good or bad,2,Strongly Agree,4,No,,,,,,,
